대사	라벨
어째서 가슴까지 몸까지 이렇게 들먹거려질까.	1
평소 네가 예의도 바르고 부지런하다 들었다.	1
우리를 위해 밭으로 들어가셨어.	1
눈물이 글썽하니 곁에서 보는 그녀도 울었습니다.	1
그러한 정성이 하나의 보답을 받는다.	1
하녀의 소중한 보물이 들어있었어요.	1
이 애비가 화를 내는 걸로 보인다면 오해란다.	1
앞길에는 희망의 세상이 열릴 것을 믿습니다.	1
들어온 사람을 보고 그녀는 몸이 휘청거렸다.	1
가라앉은 두 사람의 가슴에 불을 지르진 않았다.	1
그 종소리는 아직도 들려오고 있었죠.	1
그는 이 한마디에 가슴이 뭉클했다.	1
소녀는 관청으로 업혀 가서 소생되었습니다.	1
정든 오두막집의 처마가 보였습니다.	1
그러고는 얼마쯤 동정하는 마음도가졌다.	1
이제 자네의 부인이 있는 곳으로 보내주겠네.	1
이것을 가지고 가서 어머님께 졸여 드려라.	1
왕비는 성대한 결혼식과 축하 기간을 보냈다.	1
만세 사건으로 임시 휴교가 되었어요.	1
아내의 얼굴을 가슴에 안고 떠나려 했다.	1
이 강렬한 열정적 사상에 그들은 서로 감격하고 공명했다.	1
감동의 눈물은 사람이 무엇으로 사는지 알려주었다.	1
모두 제 책임이니 저를 혼내주세요.	1
손등에 뜨거운 눈물이 떨어진다.	1
눈물을 흘려가면서 오빠는 옛날 얘기를 해주었습니다.	1
다시 만나는 심정은 표현할 수 없을 것이다.	1
어린 것을 보자 구석이 채워진 것처럼 듬직했다.	1
굶어 죽고 있을 누군가를 살린 겁니다.	1
말을 못 하지만 웃음은 잃지 않았습니다.	1
음식이 모자랄까봐 먹을 생각도 하지 않았다.	1
자비심이 아닌 진정의 마음에서 나온 우애였다.	1
빵을 먹을 때면 할머니 생각이 나서 견딜 수가 없었지요.	1
굶어 놓고 잘 먹었다고 할 때마다 글썽해진다.	1
마음이 긴장되고 또한 기뻐서 저녁도 짓기 싫었다.	1
너와 헤어지지 않아서 너무 다행이야.	1
비싸서 엄두도 못 내는데 어머니가 끊어주셨다.	1
이런 일이 일어났을 때, 여섯 살이었습니다.	1
그녀가 나를 사랑하고 있구나.	1
우선 그를 맞아들일 준비는 된 것이라고 생각했다.	1
탯줄을 통해 엄마에게서 영양분을 받기 때문이야.	1
경제 성장을 위해 아이들이 일하는 데 이용되기도 합니다.	1
계단을 오르는 그를 바라보는 이가 있었다.	1
그는 시계를 가만히 제 얼굴에다 비벼보았다.	1
너는 살아 있다 그녀 또한 엄연히 실재한다 라고 되뇌였어요.	1
여인은 우는 아이에게 곧바로 달려갔다.	1
사람들의 차가운 비판이 잊혀질 정도로 사랑이 넘쳐났다.	1
왕은 작은 사람의 어깨를 두드려주었습니다.	1
지성으로 기도를 끝낸 그녀는 계속 빌었습니다.	1
죽기까지 맹약하는 기도를 올렸다.	1
마나님은 반가워서 얼굴을 싱긋 벙긋했다.	1
혈액은 속일 수가 없다.	1
일년 후인 오월 초에 돌아왔어요.	1
벨 소리에 뛰어가 수화기를 귀에 댄다.	1
다시 그의 손을 힘있게 잡아 흔든다.	1
아들의 계획을 듣고는 뛸 듯이 기뻐했다.	1
혹시 그 아이일지도 모르니 가 볼래?	1
우연히 둘을 만난 것이다.	1
걸어 나오던 그녀는 들어오는 사내와 마주쳤다.	1
돌아온 형제를 보고 좋아하였습니다.	1
삼년 만에 다시 돌아온다는 소식이었다.	1
아무것도 없는 곳이라 바위 하나 보니 반가웠습니다.	1
모두가 기다리고 있었습니다.	1
따스한 봄정에 솟아나리다.	1
처음 뵙겠습니다, 말씀 많이 들었습니다.	1
역시 반갑고 정다웠다.	1
그녀가 웃는 소리에 나는 정신이 반짝 납니다.	1
나는 놀라 돌아보니 어떤 여학생이었다.	1
반가운 사람과 약속이 있다.	1
걱정하며 그를 보았는데 같은 학교의 학생이었다.	1
옮겨지는 발걸음이 고통으로 떨리는 것을 누가 알아채기라도 할까 걱정된다.	1
내가 갑판에 있을 때 부인이 다가왔습니다.	1
일단 만나니 반가워서 마음이 느슨해졌다.	1
구경하러 올라오셨군요.	1
그 소리를 들은 그녀는 설레서 그를 맞이했다.	1
그 아이가 지금도 여기 있나!	1
작은 쥐 두 마리가 쥐구멍 속으로 귀엽게 숨었습니다.	1
웬일이야, 이렇게 반가울 수가.	1
나도 반가워 그 쪽을 쳐다보았다.	1
야경꾼의 소리라도 가까워오면 마음이 든든해지고 고맙게 들리는 형편이었어요.	1
그 물건을 창가에 두었더니 암탉이 돌아왔습니다.	1
야단들을 하면서 대문까지 마중을 나갔습니다.	1
참 오래간만이로구나!	1
가락지꽃은 반갑게도 겨울 땅을 뚫고 고개를 내밀어보았습니다.	1
그를 즐겁게 하는 것은 뭐든지 했다.	1
언덕길을 올라오는 노새의 방울소리가 들려오면 반가웠습니다.	1
그녀는 반갑고도 정다운 소리로 색시의 두 손을 잡았다.	1
다행스럽게 예외가 있다.	1
청년을 얼싸안고 울고 싶도록 반가웠다.	1
그들이 반가히 맞이한다.	1
선생님! 하고 불렀습니다.	1
국경 넘어 차를 탔대요.	1
지리적으로 그러할뿐더러 마음으로는 더욱더 그러했다.	1
그의 위무가 얼마나 그리웠는지 모른다.	1
기다리던 그가 문을 열고 들어왔습니다.	1
그들이 찾아 들었을 때, 얼마나 반가웠겠습니까.	1
정말이야?	1
오래간만입니다.	1
가까워질수록 산하가 맞아주는 듯함은 익숙해서인가 보다.	1
눈에 잘 띄는 빨간색이라 찾기 쉬웠다.	1
돼지는 빨리 자라서 금방 새끼를 본다.	1
가족과 껴안고 춤추게 될 시간만 말해두겠습니다.	1
그리던 낭군 그의 낯익은 글씨였다.	1
기뻐하던 사람들은 노인을 찾으려고 산으로 올라갔다.	1
정말 나다, 네 편지를 보고 찾아왔다!	1
오빠들도 살아서 누이를 보고 반가웠다.	1
이윽고 큰 사람이 고개를 숙여 땅에 있는 걸리버를 찾아냈습니다.	1
마주 건너오는 반가운 목소리다.	1
사람이 살지 않을 곳에서 그림자가 보였습니다.	1
편지는 대학에서 왔어요.	1
아빠는 인터넷으로 여동생 이름을 찾으셨어.	1
풍경은 미완성의 완성을 보인 것이 반가웠다.	1
그들은 문을 열고 들어온 사람을 보고 놀랐어요.	1
근대 음악가에게 구하기 힘든 보물이었습니다.	1
거기 있었구나.	1
깜박깜박 전등불빛이 빛춰진다.	1
우리는 당신을 다시 만나서 얼마나 기쁜지 몰라요.	1
그녀는 뜻밖의 장소에서 아빠를 만났어요.	1
도치는 구석에서 자석 두 개를 발견했어요.	1
아픈 것도 모르고 그녀와 반가움에 자지러졌습니다.	1
온몸에 소름이 쫙 끼치게 멋졌습니다.	1
백조 요정이 궁전 안에 있는 것을 발견했다.	1
더구나 알지 못하는 사람을 찾을 때 어떠하겠냐.	1
내가 자네의 아버지와 동창이네.	1
자기가 권하려 했다고 하며 기뻐하였다.	1
서둘러 문을 열었습니다.	1
나를 따라오세요.	1
귀를 귀울여 보니 누군가의 숨소리가 들리는 것이었다.	1
그 선생님이 정거장 안으로 들어오지 않습니까!	1
그들은 십 년 만에 만났습니다.	1
반가운 목소리에 잠에서 깨 그를 반겼다.	1
기회는 왔다!	1
방으로 뛰어 들어가 그 앞에 앉았다.	1
금색 머리칼에 웃는 사람이 그예요.	1
나무꾼은 자신의 집으로 돌아와 문을 두드렸다.	1
산업조합에 짱구를 만나니 생존한 것이 기적이다.	1
그와 그녀를 보고는 매우 반가운 듯이 말을 하였습니다.	1
많은 수확과 즐거움이 있었습니까?	1
아가씨가 도련님을 보자 환하게 웃으며 달려갔습니다.	1
그와 나는 각별히 지내는 사이였다.	1
둘은 오던 길을 돌아 그 옹달샘가로 내려가 보았어요.	1
거울을 봐야 그를 볼 수 있어.	1
쾌활하게 나서는 음악가의 얼굴은 틀림없는 그였습니다.	1
친구 만난 것처럼 정다운 남작에게 갔다.	1
당신이 시골에서 처음 온 양반인 줄 짐작했습니다.	1
그날 밤 약속한 대로 동료를 도우러 왔습니다.	1
이러는 동안에 각 여관의 주인들이 무척이나 기다리던 여름방학이 이르렀다.	1
같은 동포를 고국에서 고인을 만나니 반갑습니다.	1
얼굴은 화끈화끈하고 가슴이 무서워하는 사람처럼 뛰놀았습니다.	1
엿장수는 숟가락과 엿 한 주먹을 바꿔주었다.	1
나는 마침내 너를 찾아내고야 말았다.	1
반갑게 인사하는 소년은 물론 그였습니다.	1
쥐들을 쫓다 발견한 어릴 적 비밀 공간이었다.	1
거기 조그만 나뭇가지에 새가 앉았습니다.	1
그가 정신을 차리니 옆에 공주가 있었습니다.	1
아무것도 없는 벌판에서 그는 유일한 친구였습니다.	1
직원들은 일석에서 환담을 교환이 가능하여 기뻤다.	1
동생이 이리로 올 때는 누님도 반가워했다.	1
여기서 만나니 반갑습니다.	1
아주 가까운 곳에 있다는 것이 얼마나 기뻤는지 몰랐어요.	1
그는 무릎에 기댄 백조를 쓰다듬었다.	1
우리가 이곳에 다시 올 줄 몰랐다.	1
공주가 집에서 왕자를 기다리고 있었습니다.	1
아주머니와도 껴안고 입맞춤을 나눴다.	1
누군가 풀잎 사이를 지나 걸어오고 있었습니다.	1
짝사랑하던 그녀를 카페에서 만나게 되었다.	1
꺄르륵 웃는 소리가 들렸습니다.	1
왜 이제서야 오는 거야?	1
아내가 오길래 난 위에 올라앉았다.	1
우리 동네 귀동일세!	1
반가워 어쩔 줄 몰라하는 기색이었다.	1
덩치 큰 코끼리가 또 퉁퉁거리며 나타났어요.	1
손님을 어떻게 그리 잘 이해하는지 대단해했다.	1
심한 갈증을 느낀 공주는 오아시스를 발견했다.	1
반갑습니다.	1
아가! 문 열어라.	1
그가 공작부인의 친한 동무가 부란수랜드 백작 부인인 것을 짐작하셨습니다.	1
그 남자를 발견하고 반가워 튀어 나갔습니다.	1
모시러 보내지 않았으면 안 올 뻔했지?	1
이쪽으로 오십시오.	1
나라님께서는 대단히 기뻐하셨습니다.	1
그동안 어디 계셨습니까?	1
자기의 어깨를 친 사람을 쓸어안았다.	1
드디어 훈련원 모퉁이에 닿았다.	1
가나와 맞붙어 우리나라가 이길 수 있었다.	1
그는 어머니 품에 가서 폭 안겼습니다.	1
이 소리는 전에도 들었던 것처럼 들렸다.	1
사방이 모래로 덮인 사막에서 그녀를 만났다.	1
다행히 그 다음 차로 그녀가 왔다.	1
꽃 파는 집으로 뛰어갔다.	1
두 손을 잡아채 가며 눈물이 글썽글썽했습니다.	1
그는 그녀를 향하여 손을 맞잡았습니다.	1
얘기를 나눌 수 있는 동무가 들어왔구나.	1
비로소 오래간만에 그의 얼굴을 자세히 바라보았다.	1
그 날 밤 꿈에 어머니를 만나 보았습니다.	1
형무소에 동지들이 있다는 것은 마음을 든든히 했다.	1
바로 여기야!	1
그 속에서 맑은 눈을 가진 아기가 나옵니다.	1
좀 가까이 와서 잡수세요.	1
오, 웬일이에요?	1
그를 오랜 시간 동안 기다렸다가 만났다.	1
소녀를 태운 의자는 해가 질 무렵 넓은 곳에 다다랐다.	1
편지가 왔다면 버선발로 뛰어나가지 않고는 못 견디던 그녀였다.	1
와, 이게 얼마만이야?	1
소년을 보고 환영하는 박수였습니다.	1
나한테 맨날 지던 그 오빠 맞아요?	1
반갑고 반가운 두 언니가 있었습니다.	1
다섯 시에 만나기로 약속했으니깐 신부 댁이겠네.	1
끌려 나간 선 자리에는 첫사랑의 그녀가 앉아있었습니다.	1
네가 좋아하는 어른이 너를 찾아오셨다.	1
훨씬 잘한다.	1
전에도 들어왔던 것처럼 익숙하게 들렸다.	1
익살꾸러기와 어릿광대는 객석으로 내려와 피노키오를 얼싸안았습니다.	1
백성들도 소식을 듣고 기뻐했습니다.	1
그대의 친구 아니겠냐고 묻는다.	1
공원에는 그림을 그리는 사람이 몇 명 있었습니다.	1
옛날의 학생 아가씨 아니오?	1
오래간 만에 누님이 오셨다.	1
오랫동안 못 본 아빠가 이제는 같이 살겠죠?	1
찾아왔었다고요?	1
어느덧 왕궁으로 돌아왔어요.	1
들어 온 사람을 보고 반가워 휘청거렸다.	1
아아, 반가워라!	1
응원하여 주시기를 바라고 있습니다.	1
천사의 얼굴을 찾아 다시 먼 길을 떠났습니다.	1
몹시 반가워 인사한 후 질문했습니다.	1
지방선거가 끝난 지 일주일이 지났다.	1
가축 검사를 하러 멀리 출장을 떠났던 펭수가 돌아온 것입니다.	1
반가움에 손을 내저으며 요동을 한다.	1
당신도 역시 여성이었군요!	1
저녁에 집으로 돌아올 때가 가장 반가웠다.	1
시계 기술자가 온 거예요.	1
일주일간 그리웠던 정이 철철 흘러넘치는 편지였다.	1
삼촌은 집과 가축도 많이 가지고 있었습니다.	1
우리의 가슴은 안도로 충만한다.	1
자동차 종류도 다양하고 수량도 엄청나요.	1
나와 같은 학생이었던 그녀가 극장의 딸이었다.	1
에스키모인들은 추워서 모피로 몸을 감싼다.	1
화려한 옷의 사람들이 집으로 들어갔고 노랫소리가 들려왔다.	1
핸드폰 요금 얼마 나왔지?	1
기꺼이 태워다 드립니다.	1
귀중한 보석이라도 들고 가는 것 같아보였습니다.	1
요금을 수신자부담으로 하고 싶습니다.	1
선생은 매일 옷을 바꿔 입었다.	1
자원의 낭비를 줄이고 큰 부자가 되었습니다.	1
숲이 국토의 삼분의 이어서 부자가 됐다.	1
밀가루 음식을 많이 먹어 기분이 매우 좋다.	1
양국 간 신뢰 구축의 첫걸음을 뗐다.	1
이 아가씨가 메이브룸 공주일 것이다.	1
어느 때보다 풍성하게 저녁 음식을 먹는다.	1
포르투갈의 산업 지역은 드물답니다.	1
이 물건은 삼백 파운드입니다.	1
저희 집의 경제는 전혀 어렵지 않아요.	1
정말 우아한 신발이군.	1
나는 큰배추흰나비의 애벌레를 기르기 시작했습니다.	1
부인은 입을 옷을 사기 위해 가게로 갔다.	1
어린 아들이 왕관을 유산으로 받게 되었다.	1
그곳은 금은보화와 보석으로 가득했습니다.	1
나는 그에게 비싼 보석을 선물했다.	1
그는 그저 원하기만 해도 무엇이든지 얻을 수 있었다.	1
우주에 있는 별이 보이는 거라니, 참 신기해.	1
책상과 옷장이 있는 예쁜 방이 있습니다.	1
현재 이만대 가량이 운영되고 있다.	1
저기 새빨간 양옥집 저 집이에요.	1
값비싼 커튼과 벽걸이 융단이 걸려 있었습니다.	1
그 날 이상하게도 너무 운이 좋았습니다.	1
뺑 돌아가는 쇠로 된 양옥집이니까요.	1
브레이스 던랩은 노예를 많이 갖고 있는 오래된 부자예요.	1
영국에는 버크셔와 요크셔라는 돼지들이 있어.	1
옛날이야기의 여우들은 사람이 좋아 따라다녔다고 전해진다.	1
꽃과 잔디는 누렸던 것 대신에 받았다.	1
그와 나머지 일생을 같이 하고 싶습니다.	1
농담을 하면 아내는 마지못해 웃어버리고 만다.	1
눈동자가 반만큼 웃으면서 그를 쳐다보았다.	1
옷에는 빨간 꽃이 꽂혀져 있었습니다.	1
그의 향기를 맡으면 울렁거려 술에 취한 것 같아져요.	1
어차피 나는 바보 같은 짓만 하게 될테니 너를 사랑하겠어.	1
그녀가 웃자, 기분이 좋아졌어요.	1
술기운에 젖으면 어린 자식이 더 귀여워진다.	1
웃으며 그녀에게 뽀뽀를 했다.	1
주종 관계만 없으면 가족같이 사랑스러운 사람들이었다.	1
어린 공주가 앉아 있었다.	1
그의 눈웃음에 반해 함께 있고 싶어졌다.	1
시각을 정확하게 맞추어 우는 닭을 사랑하였다.	1
그리고는 자신의 물건을 주면서 말했다.	1
사랑스러운 인형이 튀어나왔습니다.	1
꿀을 담뿍 담고 웃고 있었다.	1
착한 왕은 왕비를 끔찍이 믿고 사랑하였다.	1
네가 시를 지으면, 난 하프를 연주할 거다.	1
감격에 넘치는 목소리로 그녀는 품으로 파고들었다.	1
그러니까 또 별명은 꾀보였다.	1
들국화 밑을 풀잎으로 묶어 건네며 고백을 했다.	1
백조들이 노래하는 것 같았습니다.	1
그녀는 그에게 가까이 다가가 속삭였다.	1
개는 구석에 있는 짚더미 위에 얌전하게 누웠습니다.	1
품에 안겨 장난감을 흔드는 어린애도 귀엽다.	1
어머나, 꿀벌이에요?	1
그녀 옆에서 밤을 지새며 완쾌되기를 기다렸다.	1
자식의 웃음소리가 더할 수 없이 귀엽다.	1
검은 녀석이 미키, 귀여운 아가씨는 미니야.	1
꾸짖으려다가 사랑스러움에 입을 꾹 다물었습니다.	1
나이를 먹으면서 공주는 더욱더 아름다워졌다.	1
지나간 로맨스를 떠올려 달콤한 감정이 스몄다.	1
알에서 꼬물꼬물 작은 병아리가 얼굴을 내밀었어요.	1
여치가 고운 목소리로 노래를 부르고 있었어요.	1
우리가 얼마나 사랑하는지 얘기를 나눌 사람을 찾았다.	1
아기 오리는 조심스럽게 백조들 옆에 내려앉았어요.	1
가죽 외투를 입은 잘 생긴 마부도 보였다.	1
눈부신 듯이 젊은 약혼자를 쳐다보았다.	1
염치없이 구는데도 전 역시 그 녀석이 좋았어요.	1
내가 진짜 사랑이지.	1
꽃 속에서 귀여운 여자아이가 나온 것입니다.	1
그녀를 안아 무릎에 앉혀놓고 입을 맞추었다.	1
색시는 천하에 당할 사람이 없게 어여뻤습니다.	1
뭉글뭉글한 분홍빛 구름으로 손목을 잡자는 하늘이다.	1
며칠 새로 두 뺨에 살이 토실토실하게 올랐다.	1
볼수록 너 처녀 때 모습 닮았어.	1
아이의 장래를 흥미 있게 바라보고 있었습니다.	1
모든 장미를 모아도 그녀보다 사랑스럽지 않다.	1
너 그랑 언제 결혼하니?	1
어머니는 아버지와 딴판으로 훨씬 귀여워한다.	1
재롱도 눈에 뜨이게 늘어가고 말주변도 늘었다.	1
그의 눈이 그녀에게는 너무나도 사랑스러웠다.	1
그녀는 붙임성이 좋아 인기가 많다.	1
닮은 게 하나도 없지만 너무 예뻐요.	1
그의 존재는 그녀에게 있어서는 위대하였던 것이다.	1
너는 귀여운 나의 보물이야.	1
나는 당신의 것이에요.	1
우리 착한 어린이.	1
내일 아침 이르게 들를게요.	1
그와 그녀에게 있어서 글자 그대로의 첫사랑이었다.	1
붉은 기가 걷혀 사람처럼 변하자 감정은 구체화됐다.	1
동생도 좋아하지?	1
그녀는 젊은 무사를 사랑해왔다.	1
개를 본 아이가 아빠에게 귀엽게 물었어.	1
사랑의 대가로 모든 걸 요구해도 바쳤을 그다.	1
그 남편이 독신 때부터 소중히 여기던 그릇이 있었다.	1
아름다운 공주를 보고 사랑을 느꼈습니다.	1
모두 청춘으로 터질 듯한 그였다.	1
그의 따뜻한 마음을 알고 사랑에 빠져요.	1
오직 나의 모든 생명을 다해서 당신을 사랑합니다.	1
그 웃는 얼굴이 몹시 아름답다고 생각했다.	1
그에게 매달리면 개도 뛰며 좋아했다.	1
꿈에라도 만져보고 싶어 하던 손이기도 했다.	1
왕자님의 곁에 있고 싶어 이렇게 돌아왔습니다.	1
왕자의 눈에는 사랑스러운 공주가 있는 성만 보였어.	1
그에겐 이 세상에 다시없을 귀여운 존재였다.	1
울어서 발개진 그녀의 코를 톡톡 건드리며 그가 웃어 보였다.	1
그가 그녀의 허리를 감싸 안았다.	1
그들은 그녀 주위를 돌아가며 천천히 춤을 추었다.	1
두 사람은 종일 놀림감이 될 것이라고 느꼈습니다.	1
왕비님은 어여쁜 어여쁜 따님을 낳으셨습니다.	1
그녀의 웃음이 궁 안을 환하게 했다.	1
우리 강아지는 육개월쯤 되었을거야.	1
그 분을 왜 사랑하셨는지 알 것 같아요.	1
오늘은 그녀가 옛 모습으로 돌아왔어.	1
마음씨를 알고 사랑에 빠져요.	1
비로소 주먹속에 들리는 조그만 꽃하나다.	1
공포와 함께 말 못할 애정을 느꼈다.	1
숲에서는 산새들이 지저귀고 있었습니다.	1
달라지는 모습처럼 이름도 사랑스럽지요.	1
그를 볼 때 지극히 사랑스러웠다.	1
딸이 배운 내용을 나에게 설명해주고 있다.	1
그가 보고 싶어지는 것이 사라지지 않았다.	1
너는 말을 예쁘게 하는구나.	1
애정에 대한 마음을 그러한 핀잔으로 표현하고 싶었다.	1
그가 나와 결혼하고 싶어하는 마음은 진실이다.	1
나는 당신을 사랑합니다.	1
달콤한 빗물 받아먹으며 쑥쑥 자라나요.	1
그와 장난을 치는 얼굴에 웃음이 깃들었다.	1
벨은 대답대신 웃어보였다.	1
한 가을의 맑음을 사랑할 만하다.	1
애교에 가까운 미소를 그녀는 입가에 보인다.	1
키스를 해주고 나서는 돌아선다.	1
가슴이 울렁거린다.	1
남편은 밤이면 품에 껴안고 피로를 풀어주었다.	1
믿음직한 그에게 그녀는 참다운 애정을 느꼈다.	1
놈팡이 정신이 절반이나 나갔지.	1
좀 전에 바깥에서 서 있던 저를 본 모양이군요.	1
사랑스러운 그녀를 만나 결혼까지 할 수 있었다.	1
이렇게 어여쁜 색시를 농 속에다 넣다니!	1
야무지기만 한 줄 알았는데!	1
결혼하는 것을 사랑으로 보고 있다.	1
이렇게 커가는 그들이 한없이 귀엽게만 여겨졌다.	1
그녀는 이처럼 타오르기 쉬운 그를 사랑하였다.	1
이제 기운을 차렸으나 왕자는 돌아가지 않고 공주에게 갔다.	1
어릴 적처럼 안아줘요.	1
귀여운 고양이 한 마리가 다가왔습니다.	1
예쁜 아이군.	1
그야 보고 싶어 왔지.	1
그것이 언제나 저런 목마를 타게 되나.	1
영감한테는 칠순에 얻은 막내자식만큼이나 귀여웠던 것이다.	1
내 생일 음식을 먹이지요.	1
말하자면 그녀가 짝사랑을 한 셈이었다.	1
두 사람은 서로의 손목을 잡고 이야기만 소곤소곤 하면서 걸었습니다.	1
많은 키스 보냅니다.	1
그의 수석은 이미 말한 바와같이 차산중 제일이다.	1
대사는 사람들의 간청을 뿌리치고 말문을 열었습니다.	1
신하들이 임금님을 뵈러 들어왔습니다.	1
신이 나에게 귀를 기울이며 말했습니다.	1
일부분이 만나 대양 속에서 판이 생겨납니다.	1
그럼 모레 오후에 가겠습니다.	1
우주의 별을 바라보는 상상을 해 보세요.	1
그대를 청해의 대사로 임명할 것이오.	1
우리 글이 자랑스럽게 느껴졌다.	1
마치 오빠들의 밝은 눈을 보는 것 같은 기분이 들었습니다.	1
부흥 설교를 들은 이상의 감격을 느꼈습니다.	1
온 사람을 일으키는 나팔 소리가 듣고 싶어요.	1
기뻐서 어찌할 줄을 몰랐습니다.	1
왕자는 회색 늑대를 데리고 왕에게 갔다.	1
어느 영웅의 동상을 여기 비기겠습니까.	1
대군주 폐하께옵서 대청에서 감리 영감을 부르셨오.	1
동생이 빨리 와서, 무한한 정을 풀고 싶다.	1
사모하는 마음, 영원히 갈 것입니다.	1
마을이 깨끗하게 정리된 후에 여왕벌은 안나를 불렀습니다.	1
선수가 골수팬인 나를 알아보고 손을 흔들어줬다.	1
정말 그래 빵 종류가 많아.	1
진국명산이 과연 허찬이 아님을 알 것이다.	1
노예는 하나님께 맹세한다고 말했어요.	1
이렇게 혼약이 성립됐네 그래.	1
경찰 관리들은 모두 경의를 표하였다.	1
준비 되었나요?	1
놀라워하고 있던 사람들은 서로의 얼굴만 쳐다보며 어찌할 줄을 몰랐습니다.	1
임금님이 행진에 입으신 옷을 내가 만들었다.	1
백조 호에 타고 있던 부인이 데려갔다고 했습니다.	1
나를 잡아줘서 떨어지지 않았어.	1
예수가 축복해주는 것 같은 영광을 맛보았습니다.	1
하나님 편에서 특별한 능력으로 저희를 구출하였다.	1
세계에서 쓰는 인쇄술은 고려 때에 발명됐다.	1
맙소사, 이렇게 웅장한 이곳은 어딥니까?	1
신의 가호로 마수가 들어오지 않는 것에 감사하고 있습니다.	1
독립기념관에 전시되어 있는 독립유공자의 유품입니다.	1
깜짝 놀라서 발을 멈추고 우뚝 섰습니다.	1
나는 노사에게 누가 될까 두렵다고 겸사했다.	1
횃불을 든 작은 사람들이 공손히 절했습니다.	1
만약 신을 만나게 된다면 얼마나 좋을까?	1
일제로부터 광복한 지 육십 주년이 되는 해입니다.	1
항공사 마일리지 적립을 선택할 수 있다.	1
표범은 부드러운 눈길로 그를 바라보았다.	1
성 바깥 은행나무 밑을 지나가다 왕자님을 뵙게 되었다.	1
하느님이 아이를 엄마 품에 놓고 간다는 이야기입니다.	1
가자 우리 집으로.	1
위대함을 입증해주는 증거라 할 수 있습니다.	1
환희에 찬 노래가 여운처럼 울려 퍼졌다.	1
당신의 명령은 무엇이든지 절대로 복종하겠습니다.	1
신처럼 존경하고 사랑하는 그녀였다.	1
그들은 신의 도움으로 벗어날 수 있었습니다.	1
확고한 신앙을 알고 우리는 심히 부러워했다.	1
여왕님께 충성을 다해야 한다는 것도 잊지 말아라.	1
무엇이든 안고 싶은 충동을 어찌할 수가 없었다.	1
은혜를 크게 받아 어찌할 바를 모르겠습니다.	1
햇볕으로 가득한 허공을 향하여 팔을 벌렸다.	1
바이올린을 받아 들고 웃는 얼굴로 말했습니다.	1
아름다운 불란서 소녀여!	1
나라에서 부르면 목숨을 바쳐 일할 것이다.	1
사랑스럽군요.	1
이것이 바로 태조를 비롯한 여섯 왕의 업적을 노래한 용비어천가입니다.	1
달 아래에서 하늘에 맹세라도 할게요.	1
영웅들의 활약상을 엮으면 위대한 이야기가 된다.	1
과거 대회 예선에서도 플레이오프를 거쳐 본선행 막차를 탔다.	1
산 어귀 호랑이 길목에 우리 집이 있었던 것이다.	1
총각은 눈을 크게 뜨고는 절을 계속했습니다.	1
일반 동포들도 구름같이 모여서 태고사로부터 효창공원까지 인산인해를 이루었다.	1
예정대로 모두 같이 간다.	1
주인은 서른 살가량 된 여자로서 샨냥쓰라고 불리었습니다.	1
모든 것이 꿈속 같습니다.	1
노동의 소득이라 생각하면 기념할 운동장일 것입니다.	1
사람은 죽어서 천국에 간다고 믿고 있어요.	1
그리고 가장 의의 있는 시간은 왔다!	1
이렇게 귀한 실크를 보게 되다니.	1
그의 사업으로 소년들이 신사가 된 예가 많습니다.	1
당첨 번호는 일 번입니다. 바로 나였다.	1
성과를 인정받아 사 위에 이름을 올렸다.	1
할아버지를 만나뵙는 것만으로 가슴이 벅차올랐습니다.	1
사람들은 신의 가호를 받으며 살고 있었습니다.	1
세계 최초의 전화기가 발명된 것입니다.	1
왕비는 공작에게 다가왔다.	1
가을철 논두렁을 오가며 대질을 하는 것이었다.	1
흙에 억제할 수 없는 감격을 느끼고있었다.	1
그러나 그녀는 미움보다 앞선 기쁨이요.	1
용맹스럽게 일어나 싸웠습니다.	1
기습적인 검열을 실시했지만 아무것도 찾을 수 없었습니다.	1
전 드디어 이 자리에 왔습니다.	1
모든 사람에게 기운을 넣어 주세요.	1
정말 대단한 안목이십니다.	1
빨리 파리로 가기위해 기차를 타지 못할 뻔했지만 마침내 탔습니다.	1
주전 골키퍼가 좋은 활약을 했다.	1
기가 막히는 일이야.	1
전 대표는 최선을 다하려고 노력했다.	1
그는 명예로운 몸으로 마을에 되돌아왔다.	1
박식함은 예술의 필수 조건입니다.	1
내가 힘도 제일 셀 것 아냐?	1
과거 정보원들은 주로 외교부에 속했다.	1
소녀는 새들을 사랑하여 잘 크기를 기도했습니다.	1
실크로드 익스프레스를 실현하기 위해선 국내 시설도 개선하였다.	1
어머닌 이 사람을 신통하게 여겨 내세웠어요.	1
동생이 큰돈을 벌어 부유하게 되었다.	1
괴물의 가죽을 벗겨 마을로 들고 갔습니다.	1
그는 여러 종류의 파리채를 만들었어요.	1
큰 짐승도 한 번에 쏘아서 잡았습니다.	1
북극에는 하나밖에 없는 가로등을 켜는 사람이 있습니다.	1
안내 방송을 하는 사람들도 아나운서들입니다.	1
아름다운 공주와 산책을 나가라고 말했다.	1
미국 통신은 김 위원장이 방문 요청에 확답했다고 보도했다.	1
강원도를 다다르니 관동팔경이 더욱 좋다.	1
봉사를 하여 한글을 배운 여성들이 팔십이 넘었습니다.	1
응원하고 있던 선수에 의해 골문이 열렸다.	1
유물이 전시된 국립경주박물관이 나옵니다.	1
